tile_id,category,year,path,thumb,lon,lat,epsg,x0,y0,x1,y1,smod_code,crop_frac,built_frac,open_frac,water_frac,valid_fraction,ndvi_mean,ndbi_mean,n_scenes,mean_scene_cloud_pct,bands,downloaded_utc
32642_287_957,agriculture,2025,india_tiles/tiles/agriculture/32642_287_957_2025.tif,india_tiles/thumbs/32642_287_957.jpg,71.2935205952211,22.150178571987308,32642,734720,2449920,737280,2452480,11,0.7883,0.0016,0.0401,0,1.0,0.328,0.0011,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:15+00:00
32643_143_804,city_structures,2025,india_tiles/tiles/city_structures/32643_143_804_2025.tif,india_tiles/thumbs/32643_143_804.jpg,73.74697970432993,18.62667322503471,32643,366080,2058240,368640,2060800,30,0.2615,0.3718,0.3192,0,1.0,0.1839,0.0509,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:15+00:00
32644_167_1052,agriculture,2025,india_tiles/tiles/agriculture/32644_167_1052_2025.tif,india_tiles/thumbs/32644_167_1052.jpg,80.30435357186724,24.355554017597576,32644,427520,2693120,430080,2695680,11,0.7018,0.0153,0.261,0.0018,1.0,0.3369,-0.0047,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:15+00:00
32643_287_574,urban_areas,2025,india_tiles/tiles/urban_areas/32643_287_574_2025.tif,india_tiles/thumbs/32643_287_574.jpg,77.16822295357166,13.289300517917484,32643,734720,1469440,737280,1472000,23,0.5192,0.1911,0.0926,0.0014,1.0,0.3658,0.0547,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:16+00:00
32643_105_1193,agriculture,2025,india_tiles/tiles/agriculture/32643_105_1193_2025.tif,india_tiles/thumbs/32643_105_1193.jpg,72.65886297079831,27.598558959212053,32643,268800,3054080,271360,3056640,11,0.8914,0.0092,0.098,0,1.0,0.1498,0.1849,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:16+00:00
32644_219_1113,agriculture,2025,india_tiles/tiles/agriculture/32644_219_1113_2025.tif,india_tiles/thumbs/32644_219_1113.jpg,81.62876685382885,25.774940794300065,32644,560640,2849280,563200,2851840,11,0.846,0.0162,0.0728,0,1.0,0.3516,-0.0388,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:16+00:00
32643_240_987,agriculture,2025,india_tiles/tiles/agriculture/32643_240_987_2025.tif,india_tiles/thumbs/32643_240_987.jpg,76.13523088786383,22.85039508422777,32643,614400,2526720,616960,2529280,12,0.966,0.0192,0.0078,0,1.0,0.5243,-0.2696,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:16+00:00
32642_245_1144,open_land,2025,india_tiles/tiles/open_land/32642_245_1144_2025.tif,india_tiles/thumbs/32642_245_1144.jpg,70.2883760874767,26.482814970383924,32642,627200,2928640,629760,2931200,11,0.0175,0,0.7708,0,1.0,0.1417,0.0808,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:17+00:00
32643_278_1002,city_structures,2021,india_tiles/tiles/city_structures/32643_278_1002_2021.tif,,77.0854868768034,23.1926633244063,32643,711680,2565120,714240,2567680,30,0.4238,0.3539,0.0618,0,1.0,0.3332,-0.04,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:17+00:00
32643_315_900,agriculture,2025,india_tiles/tiles/agriculture/32643_315_900_2025.tif,india_tiles/thumbs/32643_315_900.jpg,77.96521047184198,20.820051288154712,32643,806400,2304000,808960,2306560,12,0.8936,0.0158,0.0395,0,1.0,0.3878,-0.0558,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:17+00:00
32645_166_1098,urban_areas,2025,india_tiles/tiles/urban_areas/32645_166_1098_2025.tif,india_tiles/thumbs/32645_166_1098.jpg,86.2612507200271,25.42160703311393,32645,424960,2810880,427520,2813440,23,0.6424,0.1743,0.0054,0,1.0,0.4449,-0.0955,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32644_87_1450,open_land,2025,india_tiles/tiles/open_land/32644_87_1450_2025.tif,india_tiles/thumbs/32644_87_1450.jpg,78.03296886978978,33.52424043717172,32644,222720,3712000,225280,3714560,11,0,0,0.9941,0,1.0,0.0294,-0.158,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32642_249_1189,open_land,2021,india_tiles/tiles/open_land/32642_249_1189_2021.tif,,70.39941210272711,27.513884523553845,32642,637440,3043840,640000,3046400,11,0,0,0.9955,0,1.0,0.0784,0.1099,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32644_84_1250,agriculture,2025,india_tiles/tiles/agriculture/32644_84_1250_2025.tif,india_tiles/thumbs/32644_84_1250.jpg,78.0790310870442,28.905739988278786,32644,215040,3200000,217600,3202560,11,0.7807,0.0033,0.0656,0.0205,1.0,0.3449,-0.0665,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32643_168_1279,city_structures,2025,india_tiles/tiles/city_structures/32643_168_1279_2025.tif,india_tiles/thumbs/32643_168_1279.jpg,74.30216806822266,29.612833101111708,32643,430080,3274240,432640,3276800,30,0.2794,0.6098,0.0615,0.0008,1.0,0.2943,-0.0396,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32643_284_1478,open_land,2025,india_tiles/tiles/open_land/32643_284_1478_2025.tif,india_tiles/thumbs/32643_284_1478.jpg,77.47289590791466,34.17517369279882,32643,727040,3783680,729600,3786240,11,0.0068,0.0077,0.9755,0,1.0,0.1115,0.0612,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32643_218_1174,urban_areas,2025,india_tiles/tiles/urban_areas/32643_218_1174_2025.tif,india_tiles/thumbs/32643_218_1174.jpg,75.61153040986758,27.183889300793542,32643,558080,3005440,560640,3008000,23,0.7575,0.1655,0.0757,0,1.0,0.2928,0.0402,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:18+00:00
32643_241_679,agriculture,2025,india_tiles/tiles/agriculture/32643_241_679_2025.tif,india_tiles/thumbs/32643_241_679.jpg,76.0937602606877,15.737782618241244,32643,616960,1738240,619520,1740800,12,0.8867,0.0049,0.0362,0,1.0,0.3013,0.1394,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:19+00:00
32643_236_1159,urban_areas,2025,india_tiles/tiles/urban_areas/32643_236_1159_2025.tif,india_tiles/thumbs/32643_236_1159.jpg,76.06301933514268,26.82892310737918,32643,604160,2967040,606720,2969600,23,0.4688,0.2366,0.2655,0,1.0,0.3508,0.0289,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:19+00:00
32644_99_1101,city_structures,2025,india_tiles/tiles/city_structures/32644_99_1101_2025.tif,india_tiles/thumbs/32644_99_1101.jpg,78.56677306435769,25.472059073293266,32644,253440,2818560,256000,2821120,30,0.1248,0.5269,0.1995,0,1.0,0.3473,0.003,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:19+00:00
32643_109_952,agriculture,2025,india_tiles/tiles/agriculture/32643_109_952_2025.tif,india_tiles/thumbs/32643_109_952.jpg,72.85958561485506,22.04193123528336,32643,279040,2437120,281600,2439680,11,0.8002,0.0002,0.0278,0.0173,1.0,0.5055,-0.0884,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:19+00:00
32643_308_485,urban_areas,2025,india_tiles/tiles/urban_areas/32643_308_485_2025.tif,india_tiles/thumbs/32643_308_485.jpg,77.65427664200095,11.224934633706367,32643,788480,1241600,791040,1244160,21,0.2366,0.1253,0.1947,0.0219,1.0,0.4824,-0.0746,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:20+00:00
32643_117_1134,city_structures,2025,india_tiles/tiles/city_structures/32643_117_1134_2025.tif,india_tiles/thumbs/32643_117_1134.jpg,72.99556124662487,26.246675676649684,32643,299520,2903040,302080,2905600,30,0.1553,0.7067,0.0313,0,1.0,0.2428,0.0223,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:20+00:00
32642_294_1174,open_land,2025,india_tiles/tiles/open_land/32642_294_1174_2025.tif,india_tiles/thumbs/32642_294_1174.jpg,71.5498706756803,27.166976485262087,32642,752640,3005440,755200,3008000,11,0.1178,0,0.7799,0,1.0,0.1334,0.1116,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:20+00:00
32643_282_1233,city_structures,2025,india_tiles/tiles/city_structures/32643_282_1233_2025.tif,india_tiles/thumbs/32643_282_1233.jpg,77.28560947568855,28.523140921826265,32643,721920,3156480,724480,3159040,30,0.0398,0.761,0.006,0.0011,1.0,0.2907,-0.0202,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:20+00:00
32643_292_1437,open_land,2025,india_tiles/tiles/open_land/32643_292_1437_2025.tif,india_tiles/thumbs/32643_292_1437.jpg,77.66157676005639,33.23841657762795,32643,747520,3678720,750080,3681280,11,0,0,0.9973,0.002,1.0,0.0556,-0.0756,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:20+00:00
32644_130_475,urban_areas,2025,india_tiles/tiles/urban_areas/32644_130_475_2025.tif,india_tiles/thumbs/32644_130_475.jpg,79.47653813953836,11.013123935259726,32644,332800,1216000,335360,1218560,23,0.4001,0.1191,0.0083,0.0007,1.0,0.6209,-0.2008,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:21+00:00
32642_310_951,agriculture,2025,india_tiles/tiles/agriculture/32642_310_951_2025.tif,india_tiles/thumbs/32642_310_951.jpg,71.8609277819941,21.991981561910002,32642,793600,2434560,796160,2437120,12,0.9285,0.017,0.0143,0.0006,1.0,0.4519,-0.0602,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:21+00:00
32643_118_831,city_structures,2025,india_tiles/tiles/city_structures/32643_118_831_2025.tif,india_tiles/thumbs/32643_118_831.jpg,73.12040278672795,19.24628757989884,32643,302080,2127360,304640,2129920,30,0.0414,0.6449,0.0285,0.024,1.0,0.2606,0.0379,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:21+00:00
32644_269_1092,urban_areas,2025,india_tiles/tiles/urban_areas/32644_269_1092_2025.tif,india_tiles/thumbs/32644_269_1092.jpg,82.88498279656592,25.278703048199482,32644,688640,2795520,691200,2798080,23,0.58,0.1809,0.0476,0.0004,1.0,0.3906,-0.0675,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:21+00:00
32643_300_1201,urban_areas,2025,india_tiles/tiles/urban_areas/32643_300_1201_2025.tif,india_tiles/thumbs/32643_300_1201.jpg,77.72654241001136,27.776456128513246,32643,768000,3074560,770560,3077120,23,0.6714,0.1271,0.1873,0.0011,1.0,0.3607,-0.0428,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:21+00:00
32643_113_876,city_structures,2025,india_tiles/tiles/city_structures/32643_113_876_2025.tif,india_tiles/thumbs/32643_113_876.jpg,72.99702964593862,20.27269155600421,32643,289280,2242560,291840,2245120,30,0.0888,0.4481,0.022,0.031,1.0,0.3238,-0.022,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:22+00:00
32643_309_623,city_structures,2025,india_tiles/tiles/city_structures/32643_309_623_2025.tif,india_tiles/thumbs/32643_309_623.jpg,77.7055439717935,14.41808634262438,32643,791040,1594880,793600,1597440,30,0.4232,0.4288,0.0164,0.0002,1.0,0.317,0.0402,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:22+00:00
32643_98_1190,agriculture,2025,india_tiles/tiles/agriculture/32643_98_1190_2025.tif,india_tiles/thumbs/32643_98_1190.jpg,72.487830148037,27.522350853913448,32643,250880,3046400,253440,3048960,11,0.8467,0.0003,0.1517,0,1.0,0.1621,0.0774,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:22+00:00
32643_269_1485,open_land,2025,india_tiles/tiles/open_land/32643_269_1485_2025.tif,india_tiles/thumbs/32643_269_1485.jpg,77.062153918391,34.340375788829014,32643,688640,3801600,691200,3804160,11,0,0,0.9984,0,1.0,0.0986,0.0278,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:22+00:00
32642_263_1142,open_land,2025,india_tiles/tiles/open_land/32642_263_1142_2025.tif,india_tiles/thumbs/32642_263_1142.jpg,70.74994758297458,26.432198269088644,32642,673280,2923520,675840,2926080,11,0.0268,0,0.7115,0,1.0,0.1584,0.0859,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:22+00:00
32644_156_1074,agriculture,2025,india_tiles/tiles/agriculture/32644_156_1074_2025.tif,india_tiles/thumbs/32644_156_1074.jpg,80.01025120584364,24.867159152304843,32644,399360,2749440,401920,2752000,11,0.8506,0.018,0.0825,0,1.0,0.4314,0.0019,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:23+00:00
32643_290_1436,open_land,2025,india_tiles/tiles/open_land/32643_290_1436_2025.tif,india_tiles/thumbs/32643_290_1436.jpg,77.60900616857134,33.203795269959066,32643,742400,3676160,744960,3678720,11,0,0,0.999,0.0008,1.0,0.0677,-0.0314,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:23+00:00
32643_124_1225,open_land,2025,india_tiles/tiles/open_land/32643_124_1225_2025.tif,india_tiles/thumbs/32643_124_1225.jpg,73.15887531467507,28.35326604374512,32643,317440,3136000,320000,3138560,12,0,0.0036,0.9958,0,1.0,0.1333,0.081,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:23+00:00
32643_198_1080,agriculture,2025,india_tiles/tiles/agriculture/32643_198_1080_2025.tif,india_tiles/thumbs/32643_198_1080.jpg,75.08054542284174,25.00148315149698,32643,506880,2764800,509440,2767360,12,0.8652,0.012,0.1177,0,1.0,0.3811,0.0135,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:23+00:00
32644_226_1192,agriculture,2025,india_tiles/tiles/agriculture/32644_226_1192_2025.tif,india_tiles/thumbs/32644_226_1192.jpg,81.80909491873015,27.598558959212053,32644,578560,3051520,581120,3054080,11,0.8476,0.0268,0.004,0,1.0,0.5066,-0.1178,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:24+00:00
32644_165_1114,agriculture,2025,india_tiles/tiles/agriculture/32644_165_1114_2025.tif,india_tiles/thumbs/32644_165_1114.jpg,80.23766341503686,25.783358348037485,32644,422400,2851840,424960,2854400,11,0.9962,0,0.0027,0,1.0,0.4233,-0.109,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:24+00:00
32643_196_689,urban_areas,2025,india_tiles/tiles/urban_areas/32643_196_689_2025.tif,india_tiles/thumbs/32643_196_689.jpg,75.03303630315716,15.96762120375549,32643,501760,1763840,504320,1766400,23,0.6793,0.1214,0.1057,0,1.0,0.3453,0.0188,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:24+00:00
32644_169_1068,open_land,2025,india_tiles/tiles/open_land/32644_169_1068_2025.tif,india_tiles/thumbs/32644_169_1068.jpg,80.34499516054363,24.724500613642654,32644,432640,2734080,435200,2736640,11,0.0205,0,0.7956,0,1.0,0.4306,0.131,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:24+00:00
32643_295_494,urban_areas,2021,india_tiles/tiles/urban_areas/32643_295_494_2021.tif,,77.35920108968098,11.45310498586087,32643,755200,1264640,757760,1267200,21,0.391,0.1245,0.0427,0.0005,1.0,0.516,-0.0843,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:24+00:00
32643_109_836,urban_areas,2025,india_tiles/tiles/urban_areas/32643_109_836_2025.tif,india_tiles/thumbs/32643_109_836.jpg,72.92030617889039,19.34550788727444,32643,279040,2140160,281600,2142720,23,0.4892,0.1319,0.066,0.0083,1.0,0.3406,0.0239,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:25+00:00
32644_97_590,agriculture,2025,india_tiles/tiles/agriculture/32644_97_590_2025.tif,india_tiles/thumbs/32644_97_590.jpg,78.69558936807785,13.66533073624536,32644,248320,1510400,250880,1512960,12,0.7074,0.0139,0.004,0,1.0,0.4052,0.0775,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:25+00:00
32644_148_1002,agriculture,2025,india_tiles/tiles/agriculture/32644_148_1002_2025.tif,india_tiles/thumbs/32644_148_1002.jpg,79.83514962843579,23.209367816385548,32644,378880,2565120,381440,2567680,12,0.9687,0.0125,0.0036,0,1.0,0.5443,-0.2218,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:25+00:00
32645_101_1169,agriculture,2021,india_tiles/tiles/agriculture/32645_101_1169_2021.tif,,84.59114669988419,27.048613931478435,32645,258560,2992640,261120,2995200,12,0.7508,0.0345,0.0168,0,1.0,0.4118,-0.0864,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:25+00:00
32643_305_605,urban_areas,2025,india_tiles/tiles/urban_areas/32643_305_605_2025.tif,india_tiles/thumbs/32643_305_605.jpg,77.60010570014643,14.017044598633985,32643,780800,1548800,783360,1551360,23,0.4456,0.1694,0.0372,0.0394,1.0,0.3195,0.0203,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:25+00:00
32643_315_728,agriculture,2025,india_tiles/tiles/agriculture/32643_315_728_2025.tif,india_tiles/thumbs/32643_315_728.jpg,77.88792130942478,16.846875221768382,32643,806400,1863680,808960,1866240,12,0.7753,0.0091,0.0544,0.0133,1.0,0.3859,0.0442,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32644_145_1079,agriculture,2025,india_tiles/tiles/agriculture/32644_145_1079_2025.tif,india_tiles/thumbs/32644_145_1079.jpg,79.72550215496216,24.97629316298741,32644,371200,2762240,373760,2764800,11,0.7326,0.0152,0.1875,0.0031,1.0,0.4745,-0.0289,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32643_294_1490,open_land,2025,india_tiles/tiles/open_land/32643_294_1490_2025.tif,india_tiles/thumbs/32643_294_1490.jpg,77.75684453058966,34.45347943341112,32643,752640,3814400,755200,3816960,11,0,0,0.9633,0.0367,1.0,0.0451,0.0986,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32644_202_1093,agriculture,2025,india_tiles/tiles/agriculture/32644_202_1093_2025.tif,india_tiles/thumbs/32644_202_1093.jpg,81.18582785711233,25.303916743132575,32644,517120,2798080,519680,2800640,12,0.8914,0.0236,0.0493,0.0081,1.0,0.3996,-0.0694,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32642_203_1008,agriculture,2025,india_tiles/tiles/agriculture/32642_203_1008_2025.tif,india_tiles/thumbs/32642_203_1008.jpg,69.19504742607944,23.33467686830458,32642,519680,2580480,522240,2583040,11,0.8053,0.0007,0.0028,0,1.0,0.3594,0.0006,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32643_281_1303,city_structures,2025,india_tiles/tiles/city_structures/32643_281_1303_2025.tif,india_tiles/thumbs/32643_281_1303.jpg,77.28123557994356,30.1507952756389,32643,719360,3335680,721920,3338240,30,0.0531,0.8345,0.0161,0,1.0,0.246,0.0202,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32643_209_1369,urban_areas,2025,india_tiles/tiles/urban_areas/32643_209_1369_2025.tif,india_tiles/thumbs/32643_209_1369.jpg,75.37670304424365,31.685455065618285,32643,535040,3504640,537600,3507200,23,0.7766,0.1298,0.0304,0,1.0,0.446,-0.1199,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:27+00:00
32643_108_911,city_structures,2025,india_tiles/tiles/city_structures/32643_108_911_2025.tif,india_tiles/thumbs/32643_108_911.jpg,72.85668885185487,21.094014044905588,32643,276480,2332160,279040,2334720,30,0.0488,0.7558,0.0755,0.0324,1.0,0.1729,0.0511,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:28+00:00
32643_89_1138,urban_areas,2025,india_tiles/tiles/urban_areas/32643_89_1138_2025.tif,india_tiles/thumbs/32643_89_1138.jpg,72.28848614072884,26.32255764755022,32643,227840,2913280,230400,2915840,23,0.1621,0.1193,0.2379,0,1.0,0.2506,0.0365,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:28+00:00
32645_226_1034,agriculture,2025,india_tiles/tiles/agriculture/32645_226_1034_2025.tif,india_tiles/thumbs/32645_226_1034.jpg,87.78548916704932,23.9535321012012,32645,578560,2647040,581120,2649600,11,0.8782,0.0153,0.0049,0,1.0,0.5237,-0.1548,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:28+00:00
32646_241_1169,agriculture,2025,india_tiles/tiles/agriculture/32646_241_1169_2025.tif,india_tiles/thumbs/32646_241_1169.jpg,94.19811825945196,27.07397334253471,32646,616960,2992640,619520,2995200,12,0.7416,0.0118,0.0084,0,1.0,0.5185,-0.1158,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:28+00:00
32643_219_1116,agriculture,2025,india_tiles/tiles/agriculture/32643_219_1116_2025.tif,india_tiles/thumbs/32643_219_1116.jpg,75.60512014483254,25.833868435711686,32643,560640,2856960,563200,2859520,12,0.8702,0.0081,0.0762,0,1.0,0.4432,-0.0388,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:29+00:00
32644_174_1144,urban_areas,2021,india_tiles/tiles/urban_areas/32644_174_1144_2021.tif,,80.47597426369458,26.491251908523086,32644,445440,2928640,448000,2931200,21,0.4322,0.2119,0.2085,0,1.0,0.3628,-0.0359,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:29+00:00
32643_288_1376,open_land,2025,india_tiles/tiles/open_land/32643_288_1376_2025.tif,india_tiles/thumbs/32643_288_1376.jpg,77.51048090645061,31.82309083237869,32643,737280,3522560,739840,3525120,11,0,0,0.7526,0,1.0,0.3508,-0.0112,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:29+00:00
32643_213_1066,open_land,2025,india_tiles/tiles/open_land/32643_213_1066_2025.tif,india_tiles/thumbs/32643_213_1066.jpg,75.47197272171304,24.690942940910077,32643,545280,2728960,547840,2731520,11,0,0,0.9831,0,1.0,0.2252,0.2461,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:29+00:00
32644_81_1244,urban_areas,2025,india_tiles/tiles/urban_areas/32644_81_1244_2025.tif,india_tiles/thumbs/32644_81_1244.jpg,78.01165718133137,28.761140223643388,32644,207360,3184640,209920,3187200,23,0.6141,0.1237,0.0747,0.0011,1.0,0.4568,-0.0677,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:30+00:00
32644_106_782,city_structures,2025,india_tiles/tiles/city_structures/32644_106_782_2025.tif,india_tiles/thumbs/32644_106_782.jpg,78.84223469336816,18.115109439945954,32644,271360,2001920,273920,2004480,30,0.1749,0.5921,0.1205,0.0165,1.0,0.3245,0.0124,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:30+00:00
32642_255_1009,agriculture,2025,india_tiles/tiles/agriculture/32642_255_1009_2025.tif,india_tiles/thumbs/32642_255_1009.jpg,70.49980941849002,23.36810019789662,32642,652800,2583040,655360,2585600,12,0.9939,0.0004,0,0,1.0,0.3253,0.0243,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32644_85_634,urban_areas,2025,india_tiles/tiles/urban_areas/32644_85_634_2025.tif,india_tiles/thumbs/32644_85_634.jpg,78.3958101267072,14.688330647052554,32644,217600,1623040,220160,1625600,23,0.5778,0.1282,0.1234,0,1.0,0.2677,0.0792,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32644_128_769,agriculture,2025,india_tiles/tiles/agriculture/32644_128_769_2025.tif,india_tiles/thumbs/32644_128_769.jpg,79.3752151177615,17.81009377999976,32644,327680,1968640,330240,1971200,12,0.8317,0.0123,0.0877,0.0002,1.0,0.4736,-0.1165,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32642_261_943,agriculture,2025,india_tiles/tiles/agriculture/32642_261_943_2025.tif,india_tiles/thumbs/32642_261_943.jpg,70.63094995998745,21.833851656239897,32642,668160,2414080,670720,2416640,12,0.7961,0.0014,0.0072,0.0005,1.0,0.4172,-0.0237,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32643_229_1186,open_land,2025,india_tiles/tiles/open_land/32643_229_1186_2025.tif,india_tiles/thumbs/32643_229_1186.jpg,75.89448712790129,27.44616276432775,32643,586240,3036160,588800,3038720,12,0.1381,0.0002,0.7166,0,1.0,0.3863,0.0545,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32643_197_1361,agriculture,2021,india_tiles/tiles/agriculture/32643_197_1361_2021.tif,,75.0502692035301,31.49633157758514,32643,504320,3484160,506880,3486720,12,0.9571,0.0303,0.0019,0,1.0,0.4875,-0.1568,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:31+00:00
32643_285_1481,open_land,2025,india_tiles/tiles/open_land/32643_285_1481_2025.tif,india_tiles/thumbs/32643_285_1481.jpg,77.49528303125318,34.253412082633275,32643,729600,3791360,732160,3793920,11,0,0,0.9439,0,1.0,0.1049,0.0412,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:32+00:00
32643_263_938,agriculture,2025,india_tiles/tiles/agriculture/32643_263_938_2025.tif,india_tiles/thumbs/32643_263_938.jpg,76.68331563335839,21.71737748291943,32643,673280,2401280,675840,2403840,12,0.8219,0.0062,0.1658,0.0059,1.0,0.2987,0.0652,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:32+00:00
32645_169_907,agriculture,2025,india_tiles/tiles/agriculture/32645_169_907_2025.tif,india_tiles/thumbs/32645_169_907.jpg,86.37351625622199,21.002671879027098,32645,432640,2321920,435200,2324480,12,0.7862,0.0008,0.0019,0,1.0,0.4074,-0.0657,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:32+00:00
32643_111_1148,agriculture,2025,india_tiles/tiles/agriculture/32643_111_1148_2025.tif,india_tiles/thumbs/32643_111_1148.jpg,72.84353997117898,26.567194934360376,32643,284160,2938880,286720,2941440,12,0.8561,0.01,0.0134,0,1.0,0.2323,0.0591,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T08:47:32+00:00
